operator_initials,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,poly_min_size,poly_min_size_high_certainty,most_recent,location_num,OBJECTID,FEATURE_TY,province,Area_km,PROV_CODE,DIST_CODE,district,Shape__Are,Shape__Len,x,y
KL,FALSE,7,2018,8,19,2,0.0038651214514523,FALSE,0,38.63296223462259,NA,38.63296223462259,NA,1,5099635,32,District Town,Copperbelt,1030.34464031,102,102003,Kalulushi,1090420623.01904,213949.121272838,28.06324144512697,-12.795953195067476
KL,FALSE,8,2018,6,3,1,0,FALSE,0,NA,NA,NA,NA,1,5099635,32,District Town,Copperbelt,1030.34464031,102,102003,Kalulushi,1090420623.01904,213949.121272838,28.06324144512697,-12.795953195067476
KL,FALSE,9,2017,7,20,1,0,FALSE,0,NA,NA,NA,NA,1,5099635,32,District Town,Copperbelt,1030.34464031,102,102003,Kalulushi,1090420623.01904,213949.121272838,28.06324144512697,-12.795953195067476
KL,FALSE,10,2017,6,4,1,0,FALSE,0,NA,NA,NA,NA,1,5099635,32,District Town,Copperbelt,1030.34464031,102,102003,Kalulushi,1090420623.01904,213949.121272838,28.06324144512697,-12.795953195067476
KL,TRUE,1,2023,9,11,1,0,FALSE,0,NA,NA,NA,NA,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,2,2022,7,12,1,0,FALSE,0,NA,NA,NA,NA,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,3,2019,8,4,2,0.0450443987716294,FALSE,0,450.28637110817374,NA,450.28637110817374,NA,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,4,2017,7,20,3,0.0283175066741422,FALSE,0.0283175066741422,283.0759780001092,283.0759780001092,283.0759780001092,283.0759780001092,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,5,2017,6,11,4,0.03530324607068,FALSE,0.03530324607068,352.90891216028143,352.90891216028143,352.90891216028143,352.90891216028143,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,6,2017,6,4,4,0.0376033093045913,FALSE,0.0376033093045913,375.9015275114792,375.9015275114792,375.9015275114792,375.9015275114792,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,7,2016,10,16,1,0,FALSE,0,NA,NA,NA,NA,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,TRUE,8,2016,8,2,5,0.0784262319045872,FALSE,0.0784262319045872,391.9945501661615,391.9945501661615,363.129744330197,363.129744330197,1,5091154,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.24582179661913,-12.4515943367674
KL,FALSE,1,2023,7,18,1,0,FALSE,0,NA,NA,NA,NA,1,5053315,58,District Town,Northern,4122.39113876,107,107012,Lupososhi,4289416895.91626,496490.650434252,29.271321016330965,-10.74595620862111
KL,FALSE,2,2018,7,18,1,0,FALSE,0,NA,NA,NA,NA,1,5053315,58,District Town,Northern,4122.39113876,107,107012,Lupososhi,4289416895.91626,496490.650434252,29.271321016330965,-10.74595620862111
KL,FALSE,3,2017,9,18,1,0,FALSE,0,NA,NA,NA,NA,1,5053315,58,District Town,Northern,4122.39113876,107,107012,Lupososhi,4289416895.91626,496490.650434252,29.271321016330965,-10.74595620862111
KL,FALSE,1,2023,7,13,1,0,FALSE,0,NA,NA,NA,NA,1,5122410,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.054930798746483,-13.531150475906731
KL,FALSE,2,2020,7,14,1,0,FALSE,0,NA,NA,NA,NA,1,5122410,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.054930798746483,-13.531150475906731
KL,FALSE,3,2019,9,22,1,0,FALSE,0,NA,NA,NA,NA,1,5122410,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.054930798746483,-13.531150475906731
KL,TRUE,1,2017,7,17,1,0,FALSE,0,NA,NA,NA,NA,1,5119528,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,27.92752344165807,-13.456499478491745
KL,TRUE,1,2024,8,19,1,0,FALSE,0,NA,NA,NA,NA,1,1377474,95,District Town,Northern,7495.42376764,107,107009,Nsama,7709227919.92188,605069.330196396,29.542037779988465,-8.996000247528176
KL,TRUE,2,2019,7,9,1,0,FALSE,0,NA,NA,NA,NA,1,1377474,95,District Town,Northern,7495.42376764,107,107009,Nsama,7709227919.92188,605069.330196396,29.542037779988465,-8.996000247528176
KL,TRUE,1,2023,6,17,1,0,FALSE,0,NA,NA,NA,NA,1,5208157,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.21914493816572,-16.405547737683207
KL,FALSE,1,2023,6,30,4,0.0185619012928731,FALSE,0.0185619012928731,185.50166549564403,185.50166549564403,185.50166549564403,185.50166549564403,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,2,2022,8,22,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,3,2021,9,5,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,4,2021,6,5,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,5,2020,8,12,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,6,2019,10,27,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,7,2019,8,28,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,8,2019,6,20,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,9,2019,6,7,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,10,2018,8,26,1,0,FALSE,0,NA,NA,NA,NA,1,5192858,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.741645046238144,-15.880053904958745
KL,FALSE,1,2024,7,11,4,0.2354678783353324,FALSE,0.2354678783353324,2353.753255731084,2353.753255731084,2353.753255731084,2353.753255731084,1,5175291,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.2139849876629,-15.19999078267183
KL,FALSE,2,2017,10,20,2,0.0037597298591492,FALSE,0,37.582625785096354,NA,37.582625785096354,NA,1,5175291,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.2139849876629,-15.19999078267183
KL,FALSE,3,2017,8,28,1,0,FALSE,0,NA,NA,NA,NA,1,5175291,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.2139849876629,-15.19999078267183
KL,FALSE,4,2016,8,12,1,0,FALSE,0,NA,NA,NA,NA,1,5175291,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.2139849876629,-15.19999078267183
KL,FALSE,5,2016,7,27,1,0,FALSE,0,NA,NA,NA,NA,1,5175291,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.2139849876629,-15.19999078267183
KL,FALSE,1,2023,10,10,1,0,FALSE,0,NA,NA,NA,NA,1,5227868,43,District Town,Southern,18030.4365897,109,109005,Kazungula,19818811088.8892,1066274.00948602,25.63251086646877,-16.961548374010775
KL,FALSE,1,2020,8,9,4,0.0084662030968169,FALSE,0.0084662030968169,84.61494896966833,84.61494896966833,84.61494896966833,84.61494896966833,1,5226271,43,District Town,Southern,18030.4365897,109,109005,Kazungula,19818811088.8892,1066274.00948602,26.03654760759285,-16.918663648340456
KL,FALSE,1,2023,7,8,1,0,FALSE,0,NA,NA,NA,NA,1,5251736,43,District Town,Southern,18030.4365897,109,109005,Kazungula,19818811088.8892,1066274.00948602,25.66512478848188,-17.64859480172672
KL,FALSE,2,2018,6,11,1,0,FALSE,0,NA,NA,NA,NA,1,5251736,43,District Town,Southern,18030.4365897,109,109005,Kazungula,19818811088.8892,1066274.00948602,25.66512478848188,-17.64859480172672
KL,FALSE,3,2016,6,8,1,0,FALSE,0,NA,NA,NA,NA,1,5251736,43,District Town,Southern,18030.4365897,109,109005,Kazungula,19818811088.8892,1066274.00948602,25.66512478848188,-17.64859480172672
JL,TRUE,1,2024,7,12,2,0.2290810269226386,FALSE,0,2291.735198018846,NA,2291.735198018846,NA,1,5092601,33,District Town,North-Western,16424.0270566,108,108010,Kalumbila,17332133053.5251,900353.140692914,24.960879112558818,-12.501002119335134
JL,TRUE,1,2016,6,30,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,2,2018,6,4,3,0.0321807279317464,FALSE,0,325.24081953861594,NA,325.24081953861594,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,3,2019,6,14,3,0.1226426364402072,FALSE,0,1239.5067602738432,NA,1239.5067602738432,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,4,2019,6,30,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,5,2019,10,18,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,6,2020,8,16,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,7,2021,6,5,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,8,2021,6,16,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,9,2021,6,22,2,0.0204237176339355,FALSE,0,206.41697989113848,NA,206.41697989113848,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,TRUE,10,2022,8,19,1,0,FALSE,0,NA,NA,NA,NA,1,3511469,55,District Town,Eastern,1393.58163384,103,103004,Lundazi,1456378973.08691,263996.821204299,33.24314026470543,-12.309666542306966
JL,FALSE,1,2016,8,12,1,0,FALSE,0,NA,NA,NA,NA,1,5174895,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.0929278918455,-15.191571726460833
JL,FALSE,2,2017,8,28,1,0,FALSE,0,NA,NA,NA,NA,1,5174895,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.0929278918455,-15.191571726460833
JL,FALSE,3,2018,10,14,1,0,FALSE,0,NA,NA,NA,NA,1,5174895,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,28.0929278918455,-15.191571726460833
JL,FALSE,1,2017,9,17,1,0,FALSE,0,NA,NA,NA,NA,1,5185003,72,Provincial Town,Western,6020.34606727,110,110007,Mongu,6497432813.41797,436304.907259204,23.668267383705523,-15.449433701871074
JL,FALSE,2,2018,7,4,1,0,FALSE,0,NA,NA,NA,NA,1,5185003,72,Provincial Town,Western,6020.34606727,110,110007,Mongu,6497432813.41797,436304.907259204,23.668267383705523,-15.449433701871074
JL,FALSE,3,2023,8,1,1,0,FALSE,0,NA,NA,NA,NA,1,5185003,72,Provincial Town,Western,6020.34606727,110,110007,Mongu,6497432813.41797,436304.907259204,23.668267383705523,-15.449433701871074
JL,TRUE,1,2019,7,27,2,0.0472773816894726,FALSE,0,480.7962449016641,NA,480.7962449016641,NA,1,5204478,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.69635912194645,-16.286994171812346
JL,TRUE,2,2021,6,17,5,0.0255620206180337,FALSE,0.0255620206180337,127.72731099548358,127.72731099548358,86.96300858957407,86.96300858957407,1,5204478,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.69635912194645,-16.286994171812346
JL,TRUE,3,2021,9,5,2,0.0108648716681211,FALSE,0,54.28927931293232,NA,23.83590131964625,NA,1,5204478,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.69635912194645,-16.286994171812346
JL,TRUE,4,2023,6,17,5,0.0606860334753991,FALSE,0.0606860334753991,151.61703274542168,151.61703274542168,67.39375501973922,67.39375501973922,1,5204478,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.69635912194645,-16.286994171812346
JL,FALSE,1,2019,7,27,1,0,FALSE,0,NA,NA,NA,NA,1,5198343,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.61153949085305,-16.097420358722548
JL,FALSE,2,2021,6,17,1,0,FALSE,0,NA,NA,NA,NA,1,5198343,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.61153949085305,-16.097420358722548
JL,FALSE,3,2023,6,22,4,0.0339505556936723,FALSE,0.0230411135099229,113.08819607528692,115.12385928119777,79.23904376367041,79.23904376367041,1,5198343,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.61153949085305,-16.097420358722548
JL,FALSE,1,2016,10,31,1,0,FALSE,0,NA,NA,NA,NA,1,5215242,31,District Town,Southern,8378.52119582,109,109004,Kalomo,9205345008.0293,611555.320366603,26.56308708344337,-16.613122248631264
JL,FALSE,1,2016,10,31,1,0,FALSE,0,NA,NA,NA,NA,1,5220217,31,District Town,Southern,8378.52119582,109,109004,Kalomo,9205345008.0293,611555.320366603,26.62845327146636,-16.748844422177925
JL,FALSE,1,2023,8,11,1,0,FALSE,0,NA,NA,NA,NA,1,5248727,43,District Town,Southern,18030.4365897,109,109005,Kazungula,19818811088.8892,1066274.00948602,26.240499223745218,-17.561268679796285
JL,TRUE,1,2016,9,1,3,0.16075752800904,FALSE,0.0806129339484671,401.8467296329644,806.0330432874462,258.41025319541137,806.0330432874462,1,5133803,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.54000900267712,-13.896421849035953
JL,TRUE,2,2018,9,16,3,0.2459030770868511,FALSE,0.1365454777643999,491.750006297023,682.6490905719486,212.13797097036684,614.0484177080496,1,5133803,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.54000900267712,-13.896421849035953
JL,TRUE,3,2018,10,3,4,0.1653415002987746,FALSE,0.1023310032846025,330.64461326181186,341.06422704369254,187.5814235798441,187.5814235798441,1,5133803,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.54000900267712,-13.896421849035953
JL,FALSE,1,2016,9,1,1,0,FALSE,0,NA,NA,NA,NA,1,5128827,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.733099770105856,-13.732435532730667
JL,FALSE,2,2018,10,6,1,0,FALSE,0,NA,NA,NA,NA,1,5128827,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.733099770105856,-13.732435532730667
JL,FALSE,1,2024,9,11,1,0,FALSE,0,NA,NA,NA,NA,1,1032067,68,District Town,Northern,3362.74412844,107,107005,Mbala,3451028708.25269,397222.242969586,31.40328210947341,-8.874727375364836
JL,FALSE,1,2023,7,24,1,0,FALSE,0,NA,NA,NA,NA,1,5171629,48,District Town,Western,10265.9865382,110,110004,Luampa,11097085359.1577,615729.996322168,24.482392768826912,-15.107879807500575
JL,FALSE,1,2018,7,25,4,0.18180095619931,FALSE,0.0430153399060738,1004.6514173144536,613.7335661105702,613.7335661105702,613.7335661105702,1,1045543,102,District Town,Northern,5214.99293472,107,107010,Senga Hill,5358976288.38477,591894.427434648,31.611147224629907,-9.201089565713376
JL,FALSE,2,2020,9,8,1,0,FALSE,0,NA,NA,NA,NA,1,1045543,102,District Town,Northern,5214.99293472,107,107010,Senga Hill,5358976288.38477,591894.427434648,31.611147224629907,-9.201089565713376
JL,FALSE,1,2018,8,27,1,0,FALSE,0,NA,NA,NA,NA,1,5063118,12,District Town,Northern,5174.6320673,107,107001,Chilubi,5393979371.13989,420304.923390837,29.97000634894012,-11.173630220530136
JL,FALSE,2,2024,8,11,1,0,FALSE,0,NA,NA,NA,NA,1,5063118,12,District Town,Northern,5174.6320673,107,107001,Chilubi,5393979371.13989,420304.923390837,29.97000634894012,-11.173630220530136
JL,FALSE,1,2020,10,17,1,0,FALSE,0,NA,NA,NA,NA,1,5128501,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.039553616748982,-13.72729035126831
JL,FALSE,2,2023,8,3,1,0,FALSE,0,NA,NA,NA,NA,1,5128501,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.039553616748982,-13.72729035126831
JL,FALSE,1,2016,8,2,1,0,FALSE,0,NA,NA,NA,NA,1,5121300,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.02012755987878,-13.510387499928614
JL,FALSE,2,2017,6,4,1,0,FALSE,0,NA,NA,NA,NA,1,5121300,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.02012755987878,-13.510387499928614
JL,FALSE,3,2023,8,3,1,0,FALSE,0,NA,NA,NA,NA,1,5121300,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.02012755987878,-13.510387499928614
JL,FALSE,1,2019,6,14,4,0.4426270486257156,TRUE,0.3816666886722463,1235.4795621589813,1272.5177318207232,473.54079908559794,473.54079908559794,1,5062566,64,Provincial Town,Luapula,7675.62771499,104,104006,Mansa,8024316755.64209,590806.056663182,28.862556495732075,-11.15545729747778
JL,FALSE,2,2024,8,27,1,0,FALSE,0,NA,NA,NA,NA,1,5062566,64,Provincial Town,Luapula,7675.62771499,104,104006,Mansa,8024316755.64209,590806.056663182,28.862556495732075,-11.15545729747778
JL,TRUE,1,2019,9,16,1,0,FALSE,0,NA,NA,NA,NA,1,5106265,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.317228869056635,-13.014930672050308
JL,TRUE,2,2023,7,16,5,0.1242783492074452,FALSE,0.1242783492074452,248.36777815641156,248.36777815641156,108.271589714811,108.271589714811,1,5106265,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.317228869056635,-13.014930672050308
JL,FALSE,1,2023,6,9,3,0.1719362266837938,FALSE,0.0146071860329479,860.1437656409745,146.14974320695788,146.14974320695788,146.14974320695788,1,5043172,17,District Town,Luapula,4220.92240723,104,104003,Chipili,4433541400.62769,466570.878225775,29.13185870056841,-10.403486494769274
