site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_tree_crop,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,percent_coverage_hc_small-scale,source_file
id_5166040,12,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,22.571827269267697,-14.943277616509658,True,1,2023,8,28,3,0.23897942204045264,0.23897942204045264,1200.6843668829324,1200.6843668829324,623.8363598452797,623.8363598452797,0.0,0.0,0.0,0.0,0.23897942204045264,PS_1025-1049
id_5166040,12,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,22.571827269267697,-14.943277616509658,True,2,2020,8,5,5,0.1001329996776803,0.1001329996776803,384.0878379430847,384.0878379430847,263.565117098634,263.565117098634,0.0,0.0,0.0,0.0,0.1001329996776803,PS_1025-1049
id_5157787,13,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,28.0629048093993,-14.766840757060304,True,1,2016,8,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5136351,15,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.41971342743277,-13.9796372052403,True,1,2019,7,9,4,0.07005042376547202,0.07005042376547202,701.1235790191987,701.1235790191987,701.1235790191987,701.1235790191987,0.0,0.0,0.0,0.0,0.07005042376547202,PS_1025-1049
id_3566932,16,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,32.4025295682982,-13.855339623107398,True,1,2019,6,29,5,1.820142656278196,1.820142656278196,2830.331481056699,2830.331481056699,570.5200791557734,570.5200791557734,0.0,0.0,0.0,0.0,1.820142656278196,PS_1025-1049
id_5107092,17,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,22.847890313408303,-13.008975334391796,False,1,2019,7,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,27.7408669435007,-12.824183026220645,False,1,2023,7,30,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,27.7408669435007,-12.824183026220645,False,2,2021,10,14,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,27.7408669435007,-12.824183026220645,False,3,2017,7,18,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,27.7408669435007,-12.824183026220645,False,4,2016,8,8,5,0.2985181541477397,0.2985181541477397,1894.3427366639917,1894.3427366639917,938.9634820429645,938.9634820429645,0.0,0.0,0.0,0.0,0.2985181541477397,PS_1025-1049
id_5084036,19,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.485311796159184,-12.226192659043882,False,1,2023,6,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5084036,19,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.485311796159184,-12.226192659043882,False,2,2019,6,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5081992,20,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.56702071611068,-12.1260573251937,False,1,2023,8,1,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5081992,20,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.56702071611068,-12.1260573251937,False,2,2019,8,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5065766,21,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.220758998960257,-11.31569378565097,True,1,2022,6,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5065766,21,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.220758998960257,-11.31569378565097,True,2,2021,8,10,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_5065766,21,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,29.220758998960257,-11.31569378565097,True,3,2017,9,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_3478587,22,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,33.031466179945376,-10.99845060223154,True,1,2023,10,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_3449974,23,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,30.81224751556092,-10.348880698415956,False,1,2024,7,30,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_3449974,23,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,30.81224751556092,-10.348880698415956,False,2,2017,8,2,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_3446994,24,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,32.30083076680508,-10.274161237552317,False,1,2023,9,14,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
id_1031597,25,Zambia_0.05_n_1025-1049.csv,PeterSiame,raw,31.02153277264314,-8.863859552674342,True,1,2024,6,8,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_1025-1049
