site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_tree_crop,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,percent_coverage_hc_small-scale,source_file
id_5124615,12,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.436408726992703,-13.598745043687028,False,3,2016,9,10,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5119012,13,Zambia_0.05_n_775-799.csv,PeterSiame,raw,27.89974325240944,-13.43851758167384,False,1,2017,7,18,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3546659,14,Zambia_0.05_n_775-799.csv,PeterSiame,raw,32.33896187547248,-13.42117349749156,True,1,2019,10,16,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3546659,14,Zambia_0.05_n_775-799.csv,PeterSiame,raw,32.33896187547248,-13.42117349749156,True,2,2017,9,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,1,2021,9,14,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,2,2018,8,14,4,0.020050779219220775,0.020050779219220775,200.44819473880426,200.44819473880426,200.44819473880426,200.44819473880426,0.0,0.0,0.0,0.0,0.020050779219220775,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,3,2017,8,1,5,0.016996451990294235,0.016996451990294235,169.90889501694855,169.90889501694855,169.90889501694855,169.90889501694855,0.0,0.0,0.0,0.0,0.016996451990294235,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,4,2017,6,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,5,2016,9,10,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,6,2016,8,27,4,0.00914937235845081,0.00914937235845081,91.46651881123333,91.46651881123333,91.46651881123333,91.46651881123333,0.0,0.0,0.0,0.0,0.00914937235845081,PS_775-799
id_5115725,15,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.296275759517616,-13.319264007070082,True,7,2016,8,3,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3538582,16,Zambia_0.05_n_775-799.csv,PeterSiame,raw,30.660162688487706,-13.230470829541636,True,1,2023,7,19,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5105284,17,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.616393223857443,-12.987713427166758,True,1,2024,8,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5105284,17,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.616393223857443,-12.987713427166758,True,2,2022,6,25,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3525249,18,Zambia_0.05_n_775-799.csv,PeterSiame,raw,30.61717496387136,-12.904791658993124,False,1,2023,6,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3525249,18,Zambia_0.05_n_775-799.csv,PeterSiame,raw,30.61717496387136,-12.904791658993124,False,2,2017,9,19,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3513696,19,Zambia_0.05_n_775-799.csv,PeterSiame,raw,33.04082918633621,-12.42733250925433,False,1,2023,9,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3513696,19,Zambia_0.05_n_775-799.csv,PeterSiame,raw,33.04082918633621,-12.42733250925433,False,2,2019,9,7,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,1,2022,9,11,4,0.025101261880999266,0.025101261880999266,401.4050379133513,401.4050379133513,221.33071946624324,221.33071946624324,0.0,0.0,0.0,0.0,0.025101261880999266,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,2,2022,6,7,5,0.05990068430622574,0.05990068430622574,299.29743193861736,299.29743193861736,32.27338949991332,32.27338949991332,0.0,0.0,0.0,0.0,0.05990068430622574,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,3,2021,8,4,4,0.002737571079901694,0.002737571079901694,27.35691095774475,27.35691095774475,27.35691095774475,27.35691095774475,0.0,0.0,0.0,0.0,0.002737571079901694,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,4,2020,8,16,3,0.015799167245826716,0.015799167245826716,157.8833169577802,157.8833169577802,157.8833169577802,157.8833169577802,0.0,0.0,0.0,0.0,0.015799167245826716,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,5,2019,9,11,5,0.10868282493210753,0.10868282493210753,237.3165956472197,237.3165956472197,105.25092572130596,105.25092572130596,0.0,0.0,0.0,0.0,0.10868282493210753,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,6,2019,6,19,5,0.05623195783774605,0.05623195783774605,146.77805553245165,146.77805553245165,71.57882127841009,71.57882127841009,0.0,0.0,0.0,0.0,0.05623195783774605,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,7,2019,6,19,4,0.05623195783774605,0.05623195783774605,146.77805553245165,146.77805553245165,71.57882127841009,71.57882127841009,0.0,0.0,0.0,0.0,0.05623195783774605,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,8,2018,7,4,4,0.0989534226225951,0.0989534226225951,503.42294026567185,503.42294026567185,464.081061587177,464.081061587177,0.0,0.0,0.0,0.0,0.0989534226225951,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,9,2017,10,4,4,0.04458036556963922,0.04458036556963922,222.74844569460276,222.74844569460276,192.3127973657746,192.3127973657746,0.0,0.0,0.0,0.0,0.04458036556963922,PS_775-799
id_5081886,20,Zambia_0.05_n_775-799.csv,PeterSiame,raw,26.387888391252343,-12.137276646824324,True,10,2017,10,3,5,0.06624686939130932,0.06624686939130932,220.67097496397386,220.67097496397386,140.85152888224872,140.85152888224872,0.0,0.0,0.0,0.0,0.06624686939130932,PS_775-799
id_3504569,21,Zambia_0.05_n_775-799.csv,PeterSiame,raw,32.58166277520353,-11.86634223569343,True,1,2023,9,9,5,0.007427006233621626,0.007427006233621626,74.89287973446164,74.89287973446164,74.89287973446164,74.89287973446164,0.0,0.0,0.0,0.0,0.007427006233621626,PS_775-799
id_3438956,23,Zambia_0.05_n_775-799.csv,PeterSiame,raw,31.635290323393825,-10.036950022029565,True,1,2024,6,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_3438956,23,Zambia_0.05_n_775-799.csv,PeterSiame,raw,31.635290323393825,-10.036950022029565,True,2,2020,10,9,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
id_1386015,25,Zambia_0.05_n_775-799.csv,PeterSiame,raw,28.745171106995084,-9.6425442090868,False,1,2017,8,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_775-799
