site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_tree_crop,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,percent_coverage_hc_small-scale,source_file
id_5162622,7,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.5057495212704,-14.89530738517688,True,3,2017,9,12,5,1.1042329310271166,1.1042329310271166,3685.9829213038997,3685.9829213038997,1283.4647016885247,1283.4647016885247,0.0,0.0,0.0,0.0,1.1042329310271166,PS_975-999
id_5160038,8,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.124535164552352,-14.832542333349478,False,1,2023,9,10,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5160038,8,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.124535164552352,-14.832542333349478,False,2,2019,7,28,4,0.01338127195105818,0.01338127195105818,133.7051609268141,133.7051609268141,133.7051609268141,133.7051609268141,0.0,0.0,0.0,0.0,0.01338127195105818,PS_975-999
id_5151101,9,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.86010962716882,-14.5720133169245,False,1,2023,9,30,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5150455,10,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.022268417831103,-14.56133098236757,True,1,2023,7,1,3,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_3572350,13,Zambia_0.05_n_975-999.csv,PeterSiame,raw,32.21709278693374,-13.963312699703222,False,1,2024,9,9,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_3572350,13,Zambia_0.05_n_975-999.csv,PeterSiame,raw,32.21709278693374,-13.963312699703222,False,2,2016,6,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_3565561,14,Zambia_0.05_n_975-999.csv,PeterSiame,raw,31.699459321941088,-13.825494724245043,False,1,2023,7,18,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5130970,15,Zambia_0.05_n_975-999.csv,PeterSiame,raw,25.86570745814313,-13.808238651317165,False,1,2024,6,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5107387,17,Zambia_0.05_n_975-999.csv,PeterSiame,raw,29.944488134419075,-13.025515042620404,True,1,2018,10,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5105746,18,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.23925192000523,-12.99408357994823,True,1,2021,9,14,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5105746,18,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.23925192000523,-12.99408357994823,True,2,2018,10,29,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5105746,18,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.23925192000523,-12.99408357994823,True,3,2018,9,23,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5105746,18,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.23925192000523,-12.99408357994823,True,4,2017,7,21,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5105746,18,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.23925192000523,-12.99408357994823,True,5,2017,6,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5105746,18,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.23925192000523,-12.99408357994823,True,6,2016,9,10,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,1,2023,10,8,5,0.3040052995931912,0.3040052995931912,607.8452883382472,607.8452883382472,240.69575759029163,240.69575759029163,0.0,0.0,0.0,0.0,0.3040052995931912,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,2,2022,10,6,4,0.05507373531127682,0.05507373531127682,550.5878191613015,550.5878191613015,550.5878191613015,550.5878191613015,0.0,0.0,0.0,0.0,0.05507373531127682,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,3,2021,9,14,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,4,2018,8,20,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,5,2018,6,15,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,6,2017,7,21,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,7,2017,6,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,8,2017,6,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,9,2016,8,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5097297,20,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.339079964981533,-12.695248977268104,True,10,2016,6,28,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_3514658,21,Zambia_0.05_n_975-999.csv,PeterSiame,raw,31.04428764174768,-12.465467768898517,False,1,2016,10,25,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5084817,22,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.46113747772756,-12.27307215938599,False,1,2023,7,25,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5084817,22,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.46113747772756,-12.27307215938599,False,2,2022,6,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5084817,22,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.46113747772756,-12.27307215938599,False,3,2022,6,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5084817,22,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.46113747772756,-12.27307215938599,False,4,2019,6,19,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5084817,22,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.46113747772756,-12.27307215938599,False,5,2018,7,4,3,0.0022996477092372485,0.0022996477092372485,368.41509966559835,368.41509966559835,368.41509966559835,368.41509966559835,0.0,0.0,0.0,0.0,0.0022996477092372485,PS_975-999
id_5084817,22,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.46113747772756,-12.27307215938599,False,6,2018,6,1,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
