unique_id,site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_plantation,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,source_file,most_recent
47,id_5119528,19,Zambia_0.05_n_725-749.csv,,KL,27.92752344165807,-13.456499478491745,True,1,2017,7,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
48,id_1377474,25,Zambia_0.05_n_725-749.csv,,KL,29.542037779988465,-8.996000247528176,True,1,2024,8,19,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
49,id_1377474,25,Zambia_0.05_n_725-749.csv,,KL,29.542037779988465,-8.996000247528176,True,2,2019,7,9,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
50,id_5208157,4,Zambia_0.05_n_725-749.csv,,KL,27.21914493816572,-16.405547737683207,True,1,2023,6,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
51,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,1,2023,6,30,4,0.0185619012928731,0.0185619012928731,185.50166549564403,185.50166549564403,185.50166549564403,185.50166549564403,0.0,0.0,0.0,0.0,KL_v2_725-749,1
52,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,2,2022,8,22,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
53,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,3,2021,9,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
54,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,4,2021,6,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
55,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,5,2020,8,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
56,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,6,2019,10,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
57,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,7,2019,8,28,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
58,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,8,2019,6,20,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
59,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,9,2019,6,7,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
60,id_5192858,5,Zambia_0.05_n_725-749.csv,,KL,27.741645046238144,-15.880053904958745,False,10,2018,8,26,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
61,id_5175291,6,Zambia_0.05_n_725-749.csv,,KL,28.2139849876629,-15.19999078267183,False,1,2024,7,11,4,0.2354678783353324,0.2354678783353324,2353.7532557310838,2353.7532557310838,2353.7532557310838,2353.7532557310838,0.0,0.0,0.0,0.0,KL_v2_725-749,1
62,id_5175291,6,Zambia_0.05_n_725-749.csv,,KL,28.2139849876629,-15.19999078267183,False,2,2017,10,20,2,0.0037597298591492,0.0,37.582625785096354,,37.582625785096354,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
63,id_5175291,6,Zambia_0.05_n_725-749.csv,,KL,28.2139849876629,-15.19999078267183,False,3,2017,8,28,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
64,id_5175291,6,Zambia_0.05_n_725-749.csv,,KL,28.2139849876629,-15.19999078267183,False,4,2016,8,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
65,id_5175291,6,Zambia_0.05_n_725-749.csv,,KL,28.2139849876629,-15.19999078267183,False,5,2016,7,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
66,id_5227868,2,Zambia_0.05_n_725-749.csv,,KL,25.63251086646877,-16.961548374010775,False,1,2023,10,10,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
67,id_5226271,3,Zambia_0.05_n_725-749.csv,,KL,26.03654760759285,-16.918663648340456,False,1,2020,8,9,4,0.0084662030968169,0.0084662030968169,84.61494896955001,84.61494896955001,84.61494896955001,84.61494896955001,0.0,0.0,0.0,0.0,KL_v2_725-749,1
68,id_5251736,1,Zambia_0.05_n_725-749.csv,,KL,25.66512478848188,-17.64859480172672,False,1,2023,7,8,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
69,id_5251736,1,Zambia_0.05_n_725-749.csv,,KL,25.66512478848188,-17.64859480172672,False,2,2018,6,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
70,id_5251736,1,Zambia_0.05_n_725-749.csv,,KL,25.66512478848188,-17.64859480172672,False,3,2016,6,8,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_v2_725-749,1
71,id_5092601,18,Zambia_0.05_n_101-125.csv,,JL,24.960879112558818,-12.501002119335134,True,1,2024,7,12,2,0.2290810269226386,0.0,2291.735198018846,,2291.735198018846,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
72,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,1,2016,6,30,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
73,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,2,2018,6,4,3,0.0321807279317464,0.0,325.24081953861594,,325.24081953861594,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
74,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,3,2019,6,14,3,0.1226426364402072,0.0,1239.5067602738432,,1239.5067602738432,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
75,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,4,2019,6,30,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
76,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,5,2019,10,18,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
77,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,6,2020,8,16,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
78,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,7,2021,6,5,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
79,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,8,2021,6,16,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
80,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,9,2021,6,22,2,0.0204237176339355,0.0,206.41697989113848,,206.41697989113848,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
81,id_3511469,19,Zambia_0.05_n_101-125.csv,,JL,33.24314026470543,-12.309666542306966,True,10,2022,8,19,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
82,id_5174895,9,Zambia_0.05_n_101-125.csv,,JL,28.0929278918455,-15.191571726460833,False,1,2016,8,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
83,id_5174895,9,Zambia_0.05_n_101-125.csv,,JL,28.0929278918455,-15.191571726460833,False,2,2017,8,28,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
84,id_5174895,9,Zambia_0.05_n_101-125.csv,,JL,28.0929278918455,-15.191571726460833,False,3,2018,10,14,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
85,id_5185003,8,Zambia_0.05_n_101-125.csv,,JL,23.668267383705523,-15.449433701871074,False,1,2017,9,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
86,id_5185003,8,Zambia_0.05_n_101-125.csv,,JL,23.668267383705523,-15.449433701871074,False,2,2018,7,4,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
87,id_5185003,8,Zambia_0.05_n_101-125.csv,,JL,23.668267383705523,-15.449433701871074,False,3,2023,8,1,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
88,id_5204478,5,Zambia_0.05_n_101-125.csv,,JL,27.69635912194645,-16.286994171812346,True,1,2019,7,27,2,0.0472773816894726,0.0,480.7962449016641,,480.7962449016641,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
89,id_5204478,5,Zambia_0.05_n_101-125.csv,,JL,27.69635912194645,-16.286994171812346,True,2,2021,6,17,5,0.0255620206180337,0.0255620206180337,127.72731099548358,127.72731099548358,86.96300858957407,86.96300858957407,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
90,id_5204478,5,Zambia_0.05_n_101-125.csv,,JL,27.69635912194645,-16.286994171812346,True,3,2021,9,5,2,0.0108648716681211,0.0,54.28927931293232,,23.83590131964625,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
91,id_5204478,5,Zambia_0.05_n_101-125.csv,,JL,27.69635912194645,-16.286994171812346,True,4,2023,6,17,5,0.0606860334753991,0.0606860334753991,151.61703274542168,151.61703274542168,67.39375501973922,67.39375501973922,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
92,id_5198343,6,Zambia_0.05_n_101-125.csv,,JL,27.61153949085305,-16.097420358722548,False,1,2019,7,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
93,id_5198343,6,Zambia_0.05_n_101-125.csv,,JL,27.61153949085305,-16.097420358722548,False,2,2021,6,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
94,id_5198343,6,Zambia_0.05_n_101-125.csv,,JL,27.61153949085305,-16.097420358722548,False,3,2023,6,22,4,0.0339505556936723,0.0230411135099229,113.08819607528692,115.12385928119777,79.23904376367041,79.23904376367041,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
95,id_5215242,3,Zambia_0.05_n_101-125.csv,,JL,26.56308708344337,-16.613122248631264,False,1,2016,10,31,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
96,id_5220217,2,Zambia_0.05_n_101-125.csv,,JL,26.62845327146636,-16.748844422177925,False,1,2016,10,31,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
97,id_5248727,1,Zambia_0.05_n_101-125.csv,,JL,26.240499223745218,-17.561268679796285,False,1,2023,8,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
98,id_5133803,12,Zambia_0.05_n_101-125.csv,,JL,28.54000900267712,-13.896421849035953,True,1,2016,9,1,3,0.16075752800904,0.0806129339484671,401.8467296329644,806.0330432874462,258.41025319541137,806.0330432874462,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
99,id_5133803,12,Zambia_0.05_n_101-125.csv,,JL,28.54000900267712,-13.896421849035953,True,2,2018,9,16,3,0.2459030770868511,0.1365454777643999,491.750006297023,682.6490905719486,212.13797097036684,614.0484177080496,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
100,id_5133803,12,Zambia_0.05_n_101-125.csv,,JL,28.54000900267712,-13.896421849035953,True,3,2018,10,3,4,0.1653415002987746,0.1023310032846025,330.64461326181186,341.06422704369254,187.5814235798441,187.5814235798441,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
101,id_5128827,13,Zambia_0.05_n_101-125.csv,,JL,28.733099770105856,-13.732435532730667,False,1,2016,9,1,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
102,id_5128827,13,Zambia_0.05_n_101-125.csv,,JL,28.733099770105856,-13.732435532730667,False,2,2018,10,6,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
103,id_1032067,25,Zambia_0.05_n_101-125.csv,,JL,31.40328210947341,-8.874727375364836,False,1,2024,9,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
104,id_5171629,10,Zambia_0.05_n_101-125.csv,,JL,24.482392768826912,-15.107879807500575,False,1,2023,7,24,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
105,id_1045543,24,Zambia_0.05_n_101-125.csv,,JL,31.611147224629907,-9.201089565713376,False,1,2018,7,25,4,0.18180095619931,0.0430153399060738,1004.6514173144536,613.7335661105702,613.7335661105702,613.7335661105702,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
106,id_1045543,24,Zambia_0.05_n_101-125.csv,,JL,31.611147224629907,-9.201089565713376,False,2,2020,9,8,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
107,id_5063118,20,Zambia_0.05_n_101-125.csv,,JL,29.97000634894012,-11.173630220530136,False,1,2018,8,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
108,id_5063118,20,Zambia_0.05_n_101-125.csv,,JL,29.97000634894012,-11.173630220530136,False,2,2024,8,11,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
109,id_5128501,14,Zambia_0.05_n_101-125.csv,,JL,28.039553616748982,-13.72729035126831,False,1,2020,10,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
110,id_5128501,14,Zambia_0.05_n_101-125.csv,,JL,28.039553616748982,-13.72729035126831,False,2,2023,8,3,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
111,id_5121300,15,Zambia_0.05_n_101-125.csv,,JL,28.02012755987878,-13.510387499928614,False,1,2016,8,2,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
112,id_5121300,15,Zambia_0.05_n_101-125.csv,,JL,28.02012755987878,-13.510387499928614,False,2,2017,6,4,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
113,id_5121300,15,Zambia_0.05_n_101-125.csv,,JL,28.02012755987878,-13.510387499928614,False,3,2023,8,3,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
114,id_5062566,21,Zambia_0.05_n_101-125.csv,,JL,28.862556495732075,-11.15545729747778,False,1,2019,6,14,4,0.4426270486257156,0.3816666886722463,1235.4795621589813,1272.5177318207232,473.54079908559794,473.54079908559794,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
115,id_5062566,21,Zambia_0.05_n_101-125.csv,,JL,28.862556495732075,-11.15545729747778,False,2,2024,8,27,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
116,id_5106265,17,Zambia_0.05_n_101-125.csv,,JL,27.317228869056635,-13.014930672050308,True,1,2019,9,16,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
117,id_5106265,17,Zambia_0.05_n_101-125.csv,,JL,27.317228869056635,-13.014930672050308,True,2,2023,7,16,5,0.1242783492074452,0.1242783492074452,248.36777815641156,248.36777815641156,108.271589714811,108.271589714811,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
118,id_5043172,23,Zambia_0.05_n_101-125.csv,,JL,29.13185870056841,-10.403486494769274,False,1,2023,6,9,3,0.1719362266837938,0.0146071860329479,860.1437656409745,146.14974320695788,146.14974320695788,146.14974320695788,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
119,id_5047466,22,Zambia_0.05_n_101-125.csv,,JL,28.69441336279321,-10.559789003626166,False,1,2020,9,3,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
120,id_5047466,22,Zambia_0.05_n_101-125.csv,,JL,28.69441336279321,-10.559789003626166,False,2,2023,6,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
121,id_5120065,16,Zambia_0.05_n_101-125.csv,,JL,26.236829567992093,-13.47513515854939,False,1,2023,7,24,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,JL_KL_v2_101-125,1
122,id_5102506,18,Zambia_0.05_n_950-974.csv,Update,MV,27.70421103529076,-12.89662126678664,False,1,2023,7,29,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,MV_950-974,1
